0,0
3,0
5,0
7,0
9,0
11,0
13,0
15,0
17,0
19,0
21,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
52,0
54,0
56,0
58,0
60,0
72,0
74,0
76,0
78,0
80,0
82,0
84,0
86,0
88,0
90,0
92,0
94,0
96,0
98,0
100,0
102,0
104,0
118,0
120,0
122,0
124,0
126,0
128,0
130,0
132,0
134,0
136,0
138,0
140,0
142,0
144,0
146,0
148,0
150,0
152,0
164,0
166,0
168,0
170,0
172,0
174,0
176,0
178,0
180,0
182,0
184,0
186,0
188,0
190,0
192,0
194,0
196,0
198,0
203,0
205,0
207,0
209,0
211,0
213,0
215,0
217,0
219,0
221,0
223,0
225,0
227,0
229,0
231,0
233,0
235,0
252,0
254,0
256,0
258,0
260,0
262,0
264,0
266,0
268,0
270,0
272,0
274,0
276,0
278,0
280,0
282,0
284,0
291,0
293,0
295,0
297,0
299,0
301,0
303,0
305,0
307,0
309,0
311,0
313,0
315,0
317,0
319,0
321,0
323,0
333,0
335,0
337,0
339,0
341,0
345,0
347,0
349,0
351,0
353,0
355,0
357,0
359,0
361,0
363,0
365,0
367,0
369,0
392,0
394,0
396,0
398,0
400,0
402,0
404,0
406,0
408,0
410,0
412,0
414,0
416,0
418,0
420,0
422,0
424,0
426,0
428,0
430,0
432,0
434,0
436,0
438,0
440,0
457,0
459,0
461,0
463,0
465,0
467,0
469,0
471,0
473,0
475,0
477,0
479,0
481,0
483,0
485,0
487,0
489,0
491,0
493,0
495,0
497,0
499,0
501,0
503,0
505,0
507,0
522,0
524,0
526,0
528,0
530,0
532,0
534,0
539,0
541,0
543,0
545,0
547,0
549,0
551,0
553,0
555,0
557,0
559,0
561,0
584,0
586,0
588,0
590,0
592,0
594,0
596,0
598,0
600,0
602,0
604,0
606,0
608,0
610,0
612,0
614,0
616,0
633,0
635,0
637,0
639,0
641,0
643,0
645,0
647,0
649,0
651,0
653,0
655,0
657,0
659,0
661,0
663,0
665,0
673,0
675,0
677,0
679,0
681,0
683,0
685,0
687,0
689,0
691,0
693,0
695,0
697,0
699,0
701,0
703,0
705,0
707,0
709,0
711,0
713,0
715,0
717,0
719,0
721,0
723,0
747,0
749,0
751,0
753,0
755,0
757,0
759,0
761,0
763,0
765,0
767,0
769,0
771,0
773,0
775,0
777,0
779,0
781,0
783,0
785,0
787,0
789,0
791,0
793,0
795,0
797,0
820,0
822,0
824,0
826,0
828,0
830,0
832,0
834,0
836,0
838,0
840,0
842,0
844,0
846,0
848,0
850,0
852,0
854,0
856,0
858,0
860,0
862,0
864,0
866,0
868,0
870,0
889,0
891,0
893,0
895,0
897,0
899,0
901,0
903,0
905,0
907,0
909,0
917,0
919,0
921,0
923,0
925,0
927,0
929,0
931,0
933,0
935,0
937,0
939,0
941,0
943,0
945,0
947,0
949,0
978,0
980,0
982,0
984,0
986,0
988,0
990,0
992,0
994,0
996,0
998,0
1000,0
1002,0
1004,0
1006,0
1008,0
1010,0
1012,0
1014,0
1016,0
1018,0
1020,0
1022,0
1024,0
1047,0
1049,0
1051,0
1053,0
1055,0
1057,0
1059,0
1061,0
1063,0
1065,0
1067,0
1069,0
1071,0
1073,0
1075,0
1077,0
1079,0
1081,0
1083,0
1085,0
1087,0
1089,0
1091,0
1093,0
1095,0
1097,0
1121,0
1123,0
1125,0
1127,0
1129,0
1131,0
1133,0
1135,0
1137,0
1139,0
1141,0
1143,0
1145,0
1147,0
1149,0
1151,0
1153,0
1155,0
1157,0
1159,0
1161,0
1163,0
1165,0
1167,0
1169,0
1171,0
1194,0
1196,0
1198,0
1200,0
1202,0
1204,0
1206,0
1208,0
1210,0
1212,0
1214,0
1216,0
1218,0
1220,0
1222,0
1224,0
1226,0
1247,0
1249,0
1251,0
1253,0
1255,0
1257,0
1259,0
1261,0
1263,0
1265,0
1267,0
1269,0
1271,0
1273,0
1275,0
1277,0
1279,0
1290,0
1292,0
1294,0
1296,0
1298,0
1300,0
1302,0
1304,0
1306,0
1308,0
1310,0
1312,0
1314,0
1316,0
1318,0
1320,0
1322,0
1324,0
1326,0
1328,0
1330,0
1332,0
1334,0
1336,0
1338,0
1368,0
1370,0
1372,0
1374,0
1376,0
1378,0
1380,0
1382,0
1384,0
1386,0
1388,0
1390,0
1392,0
1394,0
1396,0
1398,0
1400,0
1402,0
1404,0
1406,0
1408,0
1410,0
1412,0
1414,0
1416,0
1442,0
1444,0
1446,0
1448,0
1450,0
1452,0
1454,0
1456,0
1458,0
1460,0
1462,0
1464,0
1466,0
1468,0
1470,0
1472,0
1474,0
1476,0
1478,0
1480,0
1482,0
1484,0
1486,0
1488,0
1490,0
1516,0
1518,0
1520,0
1522,0
1524,0
1526,0
1528,0
1530,0
1532,0
1534,0
1536,0
1538,0
1540,0
1542,0
1544,0
1546,0
1548,0
1550,0
1552,0
1554,0
1556,0
1558,0
1560,0
1562,0
1564,0
1566,0
